ClubName,CurrentRating,OriginCountry,OriginConfederation,DomesticLeagueName,PyramidCountry,PyramidConfederation,DomesticLevel,DomesticLeagueSimName,PyramidCountryFinal,PyramidConfederationFinal
San Martín Mendoza,63.8,Argentina,South America,Torneo Federal A,Argentina,South America,3,Torneo Federal A,Argentina,South America
Germinal de Rawson,63.8,Argentina,South America,Torneo Federal A,Argentina,South America,3,Torneo Federal A,Argentina,South America
Sarmiento Resistencia,63.7,Argentina,South America,Torneo Federal A,Argentina,South America,3,Torneo Federal A,Argentina,South America
Circulo Deportivo,63.5,Argentina,South America,Torneo Federal A,Argentina,South America,3,Torneo Federal A,Argentina,South America
Huracán Las Heras,63.4,Argentina,South America,Torneo Federal A,Argentina,South America,3,Torneo Federal A,Argentina,South America
Gimnasia Concepción,63.3,Argentina,South America,Torneo Federal A,Argentina,South America,3,Torneo Federal A,Argentina,South America
Sol de Mayo,63.3,Argentina,South America,Torneo Federal A,Argentina,South America,3,Torneo Federal A,Argentina,South America
Crucero del Norte,62,Argentina,South America,Torneo Federal A,Argentina,South America,3,Torneo Federal A,Argentina,South America
Gutiérrez,61.9,Argentina,South America,Torneo Federal A,Argentina,South America,3,Torneo Federal A,Argentina,South America
Boxing Club,60,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Real Pilar,59.1,Argentina,South America,Prim B Metro,Argentina,South America,4,Prim B Metro,Argentina,South America
AH Zapla,59,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Deportivo Armenio,58.6,Argentina,South America,Prim B Metro,Argentina,South America,4,Prim B Metro,Argentina,South America
Jorge Newbery CR,58.5,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Arsenal,58.2,Argentina,South America,Prim B Metro,Argentina,South America,4,Prim B Metro,Argentina,South America
FADEP,57.9,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Argentino Merlo,57.7,Argentina,South America,Prim B Metro,Argentina,South America,4,Prim B Metro,Argentina,South America
Talleres de Perico,57.6,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Flandria,57.3,Argentina,South America,Prim B Metro,Argentina,South America,4,Prim B Metro,Argentina,South America
Sportivo Italiano,57.3,Argentina,South America,Prim B Metro,Argentina,South America,4,Prim B Metro,Argentina,South America
Brown de Adrogué,57.1,Argentina,South America,Prim B Metro,Argentina,South America,4,Prim B Metro,Argentina,South America
Talleres Remedios,57,Argentina,South America,Prim B Metro,Argentina,South America,4,Prim B Metro,Argentina,South America
Juventud Unida G.,56.9,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Guaraní A. Franco,56.9,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Central Argentino,56.9,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Argentino Quilmes,56.8,Argentina,South America,Prim B Metro,Argentina,South America,4,Prim B Metro,Argentina,South America
CAI Rivadavia,56.8,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Defensores Unidos,56.7,Argentina,South America,Prim B Metro,Argentina,South America,4,Prim B Metro,Argentina,South America
Pacífico Gral. Alvear,56.4,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Deportivo Laferrere,56.3,Argentina,South America,Prim B Metro,Argentina,South America,4,Prim B Metro,Argentina,South America
San Lorenzo Alem,56.3,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
La Amistad Cipolletti,56.3,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Comunicaciones,56.1,Argentina,South America,Prim B Metro,Argentina,South America,4,Prim B Metro,Argentina,South America
Excursionistas,55.9,Argentina,South America,Prim B Metro,Argentina,South America,4,Prim B Metro,Argentina,South America
Rivadavia Lincoln,55.9,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Villa Dálmine,55.8,Argentina,South America,Prim B Metro,Argentina,South America,4,Prim B Metro,Argentina,South America
Liniers,55.7,Argentina,South America,Prim B Metro,Argentina,South America,4,Prim B Metro,Argentina,South America
Unión Santiago SdE,55.7,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
San Martín Burzaco,55.6,Argentina,South America,Prim B Metro,Argentina,South America,4,Prim B Metro,Argentina,South America
Deportivo Camioneros,55.5,Argentina,South America,Prim B Metro,Argentina,South America,4,Prim B Metro,Argentina,South America
Deportivo Merlo,55.5,Argentina,South America,Prim B Metro,Argentina,South America,4,Prim B Metro,Argentina,South America
Ituzaingó,55.4,Argentina,South America,Prim B Metro,Argentina,South America,4,Prim B Metro,Argentina,South America
Villa San Carlos,55.2,Argentina,South America,Prim B Metro,Argentina,South America,4,Prim B Metro,Argentina,South America
Racing Olavarría,55.2,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Camioneros Rio Grande,55,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Ferro Carril Sud,55,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Peñaflor Don Bosco,55,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Atlético San Pedro,54.9,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Vélez San Ramón,54.9,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Jorge Newbery VM,54.8,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
UAI Urquiza,54.7,Argentina,South America,Prim B Metro,Argentina,South America,4,Prim B Metro,Argentina,South America
Deportivo Mandiyú,54.7,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Atlético San Jorge,54.6,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
General Paz Juniors,54.5,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Colón Chivilcoy,54.5,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Defensores La Boca,54.4,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Juventud Alianza,54.4,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Huracán San Rafael,54.4,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Unión Villa Krause,54.3,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Dock Sud,54.2,Argentina,South America,Prim B Metro,Argentina,South America,4,Prim B Metro,Argentina,South America
Sportivo Desamparados,54.1,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Sportivo Pocitos,54,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Deportivo Villalonga,53.9,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Deportivo Roca,53.8,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Atlético Paraná,53.7,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Andino La Rioja,53.6,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Unidos Olmos,53.5,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Acción Juvenil,53.5,Argentina,South America,,Argentina,South America,,,Argentina,South America
Deportivo Achirense,53.3,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Defensores de Salto,53,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
1 de Mayo Formosa,53,Argentina,South America,,Argentina,South America,,,Argentina,South America
All Boys Santa Rosa,52.8,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Independiente Neuquén,52.8,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
J.J. Moreno,52.7,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Juventud Pergamino,52.7,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Atlético Villa Gesell,52.6,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Estudiantes Unidos,52.6,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Colón San Justo,52.6,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Liniers Bahía Blanca,52.5,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Embajadores Olavarría,52.4,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Villa Belgrano Junín,52.4,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Ferro Carril Oeste LP,52.3,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Def. de Pronunciamiento,52.3,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Escorpión Río Gallegos,52.3,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Sanjustino,52.2,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Atlético Escobar,52.1,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Defensores Vilelas,52,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Argentino Mendoza,52,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Santa Rita Piedritas,51.9,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Atlético Gen. Güemes,51.8,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Tucumán Central,51.7,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Libertad Sunchales,51.6,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
9 de Julio Morteros,51.6,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Racing Pergamino,51.5,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Jorge Gibson Brown,51.5,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Graneros,51.5,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
La Emilia,51.4,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Atlético Baradero,51.3,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Atlético Policial,51.3,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Sportivo Cultural,51.2,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Independiente Catamarca,51.2,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Libertad Concordia,51.1,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Huracán Goya,51,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Atlético Regina,51,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Colón Junior,50.7,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Cruz del Sur,50.7,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Regatas,50.6,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Sportivo Guzmán,50.6,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Atenas Pocito,50.6,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Deportivo Norte,50.6,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Arbol Verde Jáchal,50.5,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Sportivo Pedal,50.5,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Fontana,50.5,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Amsurrbac,50.5,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
8 de Diciembre,50.4,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Academia Mascherano,50.4,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Atlético Maronese,50.3,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Argentinos del Norte RN,50.3,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
EFI Juniors,50.3,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Estudio Galeano,50.2,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
Olimpo Tres Arroyos,50.2,Argentina,South America,Torneo Regional Federal Amateur,Argentina,South America,5,Torneo Regional Federal Amateur,Argentina,South America
